inf_at,inf_lt,inf_ni,inf_revt,inf_cost,inf_emp,gvkey,fyear
366880503.452387,153407243.0297529,5243030.387449905,171766167.89165094,168111821.9674834,1821.0163772640003,002689.SZ,2017.0
340523589.8577071,144643863.4254699,1202000.1723626582,177016860.28809267,177995818.42442432,1828.05966,002689.SZ,2018.0
297529122.3627932,115735381.63947555,-15278354.286299575,113694307.9961444,131093234.82400423,1834.7070000000003,002689.SZ,2019.0
289194455.3934698,108478148.67501052,925961.568508769,124880828.51987752,128637917.96640708,1522.0,002689.SZ,2020.0
111764207.74463277,45373418.91118709,6232086.780039464,84668127.5250901,78568828.68445642,1081.1754275585984,002803.SZ,2016.0
167253538.61898062,91824234.30992408,11952655.37796685,164964159.06638116,152337402.94260478,1903.2076205520004,002803.SZ,2017.0
227706485.7260501,124887197.60007246,32735511.762712263,325280064.9230358,290727343.4000252,2549.8280430000004,002803.SZ,2018.0
342488509.8637035,138753458.4846739,48623067.03691862,422519900.87022805,371316098.6846304,2951.1720000000005,002803.SZ,2019.0
383525357.8819131,142068012.84518102,78708059.30352835,601773060.8094102,522021232.2155348,3429.0,002803.SZ,2020.0
146699099.2871801,48144290.70495034,15519404.655004088,97954160.11093912,83205902.53855366,,200581.SZ,1996.0
152477367.01717517,50511951.17241198,15956729.21056192,108795342.25150488,88647563.27406095,,200581.SZ,1997.0
321386026.0595698,89104431.85158561,16846801.55188566,117529150.02636412,99021508.6579086,,200581.SZ,1998.0
354415647.31068856,102819297.7044264,22218153.28653676,161091245.31716105,141830183.2265156,,200581.SZ,1999.0
421444299.0408044,69629742.61146565,28277359.21101741,180019878.56719497,156654694.27909607,,200581.SZ,2000.0
457156534.1140659,92648134.36630888,32478751.22225021,207109664.04641545,183574555.42651916,4188.20573302641,200581.SZ,2001.0
524381059.6016687,134636600.61486304,43349689.35288256,289226397.58682,261981700.6471676,5799.426970308067,200581.SZ,2002.0
608722433.6739825,161663798.18731552,51963844.21588457,317933231.70325667,292784801.4018367,5336.219048841633,200581.SZ,2003.0
873522962.9258633,384994397.7292563,50193417.63056282,435515337.9741876,399959974.0217064,3872.628231812625,200581.SZ,2004.0
896965369.0619168,390190150.5425081,44853238.95650135,559714142.9817297,515065645.0493411,4065.305487104547,200581.SZ,2005.0
958171652.179028,480877369.02174354,25048423.84318318,525981694.59123045,493866486.9848681,3443.3535432157337,200581.SZ,2006.0
994484262.1211612,484828077.63575166,51633459.00352978,605816727.8617514,576745047.154965,3358.3285169139413,200581.SZ,2007.0
851527496.9023114,346507685.7365457,38300517.803721935,561762721.0170757,583956996.1895311,7912.877861628805,200581.SZ,2008.0
880679173.1984521,339902253.4348768,81092522.5502775,538741821.2371544,522569490.8964985,6670.996015493746,200581.SZ,2009.0
190056851.98533905,76725526.51009093,24407799.94582341,165869760.16200906,139068995.77587518,1460.5788954846462,300389.SZ,2014.0
198421458.7920531,68439627.43559813,19200335.70372323,152685672.2002566,132143822.38156456,1318.2239566485762,300389.SZ,2015.0
244778544.93509048,98765199.09466542,22796298.36354175,173227970.33414724,147973111.708899,1372.9730253286934,300389.SZ,2016.0
262048487.0540537,109449632.81515177,15193396.289326062,225375515.89865583,211249404.433604,1610.7348846960003,300389.SZ,2017.0
303254046.3064825,120946116.02759014,33718345.90678784,284808805.299227,247330175.56415305,2022.422325,300389.SZ,2018.0
314497201.9754569,135281709.4137977,14553592.505822578,306166699.4394489,291439894.8392335,2294.6700000000005,300389.SZ,2019.0
289406129.5800755,127059749.96617617,-9784137.48055808,224066338.3007268,242393633.445368,2071.0,300389.SZ,2020.0
,,,,,,600004.SH,1996.0
,,,,,,600004.SH,1997.0
,,,,,,600004.SH,1998.0
,,,,,,600004.SH,1999.0
249008113.5130323,43339274.62164851,42705561.97922888,165014291.31833026,98442557.77020574,,600004.SH,2000.0
303776249.2804924,65811170.612602256,63399395.38889655,176601576.50582632,112017391.97870807,,600004.SH,2001.0
348932795.7323148,79229570.07326007,62040950.63814358,196557934.94177783,121595383.10107328,,600004.SH,2002.0
910226995.2448832,89888110.7625897,65822347.69313727,223910164.28463116,127641356.5756211,6507.621898254305,600004.SH,2003.0
1634626672.1854632,772904484.9556965,64779567.52221925,327958059.2692839,228060744.92514148,3356.4814091183557,600004.SH,2004.0
1573527901.4182372,740640477.4967515,52454448.53845216,431035306.2381736,350884485.52779096,3309.85826354282,600004.SH,2005.0
1480727411.1889718,619202203.1054032,60402986.08878874,474730270.4647625,381688771.27008766,3137.2776727076684,600004.SH,2006.0
1768386176.9155142,655075132.9161559,76148261.37497881,520825474.0813808,405440988.58410096,3085.224291904421,600004.SH,2007.0
1670695366.8151586,553174949.1349136,95813628.32044668,564802218.4204803,433661598.3731288,4726.010414098028,600004.SH,2008.0
1964152794.9610825,847471467.5303957,99055302.09826836,578172835.434491,446492735.1680587,4552.42609933406,600004.SH,2009.0
1988416239.4186823,797681807.3550467,109647880.3848296,680764973.8773079,534338896.049172,5183.3961647426095,600004.SH,2010.0
1813899801.4076877,605374908.6274412,124516159.55089796,722758070.7248305,560766993.1753771,5160.246275398643,600004.SH,2011.0
1640872596.0956523,432140738.8685588,127965083.19180824,755923749.8132217,571185596.6610858,5051.162039107014,600004.SH,2012.0
1568618231.9699152,303224928.91955626,149857256.6156841,810549639.8495215,603495229.1019344,5198.145109102425,600004.SH,2013.0
1701604737.670405,340709796.0211383,177761207.5601836,849377903.0448401,608708014.5816125,13824.261003060536,600004.SH,2014.0
1856676651.9031608,384467058.8257825,195021389.59278625,846591432.506851,586065067.7793857,13578.589985612092,600004.SH,2015.0
2636079040.427633,1020499357.9772708,206795498.7935928,916160741.570708,638403626.336695,14423.293946494214,600004.SH,2016.0
3279951749.7588973,1080680568.0421877,233219854.3431472,984814142.261842,681096577.4532392,14591.614230480003,600004.SH,2017.0
3879910088.716405,1623163850.568365,166568862.38296494,1110548665.5656023,904064418.584284,13637.955429,600004.SH,2018.0
3511163308.7349386,1198869677.1334107,148355766.34343615,1104994336.317214,936927758.6541646,13261.752000000002,600004.SH,2019.0
3588397723.49665,932623477.7956696,-31646815.954103854,712901203.9373834,783495617.907891,11360.0,600004.SH,2020.0
33327589.03778128,2585656.642087327,15189609.020105802,20987693.42909208,6902214.718184402,,600088.SH,1996.0
138862919.3113835,19470214.411252946,15055927.549935076,22082246.540640056,10479346.176331844,,600088.SH,1997.0
134725205.09716034,5065166.803607243,13519274.772025328,35102901.82876828,21194751.120042942,,600088.SH,1998.0
170103081.0123774,22366660.181382217,10759083.67355984,38021311.42976532,26838278.037325244,,600088.SH,1999.0
170729303.42667887,19698729.59616672,5047666.141471582,43287532.58275026,38676983.82742634,,600088.SH,2000.0
204129994.81925076,48601859.88871016,5871613.4520205725,75842359.53985356,67013677.82150636,960.2152473064602,600088.SH,2001.0
190385835.87720132,33739632.49026234,291794.5471570992,65343324.54713471,64230154.51760331,820.1674409502554,600088.SH,2002.0
199398822.0034109,41605790.78606009,1055331.099905461,65513862.233747,67976350.04517046,795.8739676088737,600088.SH,2003.0
200104051.06975985,40728010.94521996,3273249.7563525965,74925152.29471971,75182323.48095362,731.4625090844823,600088.SH,2004.0
205185174.36027616,50842159.79881552,4815341.104514688,83746022.33631234,79689380.70465267,765.7354153222954,600088.SH,2005.0
244779689.9188352,85478719.63694921,10217775.159066096,128886954.3816052,116506465.25142466,755.0833975269721,600088.SH,2006.0
286239192.2006982,123906985.63165724,12252122.463268949,154484201.27542877,139777549.23453075,772.3728863550488,600088.SH,2007.0
332116346.4589141,171367050.42527157,11069768.616550256,183640552.07900423,171063914.55657974,851.0076190808337,600088.SH,2008.0
252116743.70512328,82421153.72273293,22057410.94707159,236568164.71934864,209129059.28067452,810.0037428995288,600088.SH,2009.0
302907527.9494385,121410018.06231096,14774823.312489923,206370048.57336053,187643236.39407235,829.9112883290583,600088.SH,2010.0
395467766.1915663,213583276.9328748,12905841.057983575,219841500.92489764,203044757.26335052,914.6005505064908,600088.SH,2011.0
300779831.4754508,124969714.70165092,7854524.810421972,190875908.89309448,181492660.9444621,1555.297957124713,600088.SH,2012.0
242209818.2863017,61514693.67218851,11482487.814636951,195542462.3627015,181226108.4703482,1711.1475675885065,600088.SH,2013.0
231753343.24648303,50158520.745653376,8636128.236106053,116172128.81736945,106249295.09439158,1188.0576212307649,600088.SH,2014.0
221586155.27191672,41641612.63830143,4306920.269251066,77364391.01728825,72605222.6557341,984.8038269099916,600088.SH,2015.0
202112257.344149,45008001.90123431,-19174131.978422437,76484668.33865273,102659186.48342232,925.4774556141074,600088.SH,2016.0
205321498.0946124,41968359.88259838,12781033.72096341,104585110.58168344,89026498.98726282,932.9239822560004,600088.SH,2017.0
227113220.73869523,52298433.20272528,17819169.11495965,116245371.6106845,93874619.62329756,947.649318,600088.SH,2018.0
229193354.0013745,49352100.30333258,13398192.305064969,120163246.99730034,104213179.5144078,1134.987,600088.SH,2019.0
214591775.4414372,59480308.54814712,-15577075.791151226,106204524.6960098,129439020.7700496,1336.0,600088.SH,2020.0
55796147.69172789,36621200.93490025,1995542.402462336,16322914.765701368,14389337.300813232,,600145.SH,1996.0
64389803.96636423,42992585.30536384,4200421.70942524,24812502.75317205,20590452.30561984,,600145.SH,1997.0
69706178.94263588,43679355.51495095,3512725.065134399,26314559.23369047,22966874.156839523,,600145.SH,1998.0
105260568.06929211,40845478.95028789,4736604.04085656,35179461.80242655,31310845.90195453,,600145.SH,1999.0
