inf_at,inf_lt,inf_ni,inf_revt,inf_cost,inf_emp,gvkey,fyear
5438082.125759744,70621770.5196513,-4623356.498831509,11806473.790918512,5250610.657971759,,107487,2008.0
6143399.831028757,73388098.3793738,-4121401.0802768073,13468222.70648612,5680336.315913635,,107487,2009.0
28631.63450699436,103619.24869197956,67840612.84757262,13724096.807019291,5442737.378662926,,107487,2010.0
385136.81587492407,96619.68899998094,-280465.48612494464,,,,107487,2011.0
673570.7216568439,14303.625363369272,-371894.2594476011,,,,107487,2012.0
497971.4644357035,14009.42738821672,-161745.20711850215,,,,107487,2013.0
250952.5730088083,16311.917245572537,-242169.2329535,,,,107487,2014.0
802751.8329514045,45695.10433723379,-623676.424062245,,,,107487,2015.0
1083249.2266676913,2235589.520184347,-5769104.081888524,291169.4960063498,275130.49834498303,,107487,2016.0
256984.47160364327,3290862.759587888,-2378628.782189173,3060672.8774405485,2532088.7036207328,,107487,2017.0
260048.9939219252,,,549920.1201743464,304185.7497710592,,107487,2018.0
118822.55850432,3047449.147522561,-986693.20640352,86204.60126784,1456158.8052000003,,107487,2019.0
2467173.5827200008,6218284.438080001,-1941926.51664,-3432.9873600000005,1330854.76656,,107487,2020.0
867292.92,5967020.5200000005,-2178974.52,92722.32,797185.7999999999,,107487,2021.0
78840.0,6509160.000000001,-1879200.0,189000.0,1031400.0,,107487,2022.0
46000.0,6679000.0,-654000.0,219000.0,560000.0,,107487,2023.0
11300088.012185548,,-11620644.27140671,,5432180.919735876,,119016,1996.0
20499499.165355463,45538705.60042055,-21781649.658606783,32681792.442076243,16837543.178089693,,119016,1997.0
17730527.448360857,46505973.00207586,-18699667.54930897,48988939.087775625,22231928.18039617,248.0,119016,1998.0
70976057.6935036,53662812.446857885,-57428120.54730901,72170198.26250382,37755282.22438059,344.0,119016,1999.0
,,,,,,156861,1997.0
,,,,,,156861,1998.0
,,,,,,156861,2000.0
300049392.22878945,251845620.29117367,20119687.702789426,375848593.4797942,165462289.17931542,,156861,2001.0
740404700.2415596,490178336.9571974,27553519.706800137,491780976.6861601,217211324.6659889,,156861,2002.0
1007764494.3745264,808422231.6478939,61041044.438087,778360634.1142465,331577552.6071457,1020.0,156861,2003.0
1015713921.5637808,676486245.8260784,119110247.9346967,1087559281.9609368,477254041.8133474,1300.0,156861,2004.0
1085941324.3113835,735982383.05876,153586467.82198396,1293788444.3981545,599617935.7806381,1300.0,156861,2005.0
1085158373.600864,766118527.8715655,167965922.1178838,1413216955.4307747,687273749.0778705,1300.0,156861,2006.0
1168542213.9181497,1098788924.0020847,204977993.23271835,1603670707.6007924,780275272.3541142,1400.0,156861,2007.0
