inf_at,inf_lt,inf_ni,inf_revt,inf_cost,inf_emp,gvkey,fyear
360363401.7041914,213641247.85967505,,253971615.54263812,363960459.9472201,1615.0,IT0001020616,2001.0
494470991.8537278,183327352.3195156,,218166624.6267636,190936929.9663208,1440.0,IT0001020616,2000.0
334398416.30593526,268022203.8768619,,21520910.0785847,17732045.26750176,1078.0,IT0001020616,1999.0
697075439.3350983,664575410.788871,-45564195.580373645,163717454.41280654,137752251.07662937,,IT0004441603,2015.0
1046084534.7434776,923881957.1605922,-46979450.11179675,128956790.32248949,145672300.0344217,,IT0004441603,2014.0
380638802.7824594,288687662.25655365,1232100.4793933397,191386831.72514105,180008709.7946782,,IT0004441603,2012.0
404009062.47954565,298183420.1177711,-5249806.77629734,169772399.0660825,141892375.39252904,,IT0004441603,2011.0
412652863.2687323,315619149.328554,1034698.265795122,63216084.43136737,45752837.82649655,,IT0004441603,2010.0
458090130.04726857,337358939.3946841,3318500.9254745143,119653777.2532332,92830073.79905364,,IT0004441603,2013.0
144714766.49548247,73116489.30122592,-3437747.115032784,30000779.889338966,27715889.59867566,,IT0004441603,2009.0
57146125.93448077,42183281.33785865,-4506681.096294888,23171886.519955967,30850242.90481165,,IT0004441603,2008.0
37405116.092774525,18759169.26239513,-3156323.5872454317,25129420.832122058,27989777.009361465,,IT0004441603,2007.0
39811242.71455623,19144789.283882715,-3537399.4918605783,28720001.822392207,31635585.47155185,,IT0004441603,2006.0
40500954.599157766,15701938.159873048,-1562688.2933958715,44784875.95519128,45874138.9774352,,IT0004441603,2005.0
44019780.40246739,17117706.24318848,,24893454.423577663,27696041.84241745,,IT0004441603,2004.0
31274960.65680597,36190753.308554895,,26699393.08570558,31605990.465004552,,IT0004441603,2003.0
27154554.577177808,26967206.4170409,,23310794.825035464,23744818.062685978,32.0,IT0004441603,2002.0
26191668.8559799,23517416.130796272,,22548313.397345036,23001869.170571607,35.0,IT0004441603,2001.0
28458045.277505208,23216412.78751837,,26105171.907399297,24369404.471018672,35.0,IT0004441603,2000.0
34354480.30893338,27848847.399856627,,30157902.843609363,27067974.01122541,36.0,IT0004441603,1999.0
40228494.65552949,33859315.769704185,,32599351.162526403,39918495.02323804,42.0,IT0004441603,1998.0
67820404.78230855,58416191.65918543,,72821806.07254961,78563221.80183332,164.0,IT0004441603,1997.0
97600125.89231554,106980540.95034131,,105373785.49858184,130440912.96092723,195.0,IT0004441603,1996.0
20962357.23980846,2599382.3734036875,2239748.0345264697,3015920.8798247688,,2.0,LT0000128753,2022.0
18386598.79110739,1867700.7679865805,1218065.7182521175,1665377.9876667375,,2.0,LT0000128753,2017.0
22653762.884045523,2869166.607694313,2858351.80706222,3745165.458893858,,2.0,LT0000128753,2023.0
22652800.16245113,2665900.839903461,1887398.938837824,2601694.497547532,,2.0,LT0000128753,2021.0
20724940.951988436,2417866.236110588,1169092.5344781072,1760823.1692474731,,2.0,LT0000128753,2020.0
15990924.286812035,1501076.904762896,,1588811.0800184445,,2.0,LT0000128753,2015.0
20026682.363381047,2236768.2932233154,1567709.7672276762,2242402.470284331,,2.0,LT0000128753,2018.0
17243933.417731367,1759612.901793519,,2244223.1268801745,,2.0,LT0000128753,2016.0
18003394.627197642,1449714.2644859497,,390066.3089259564,,,LT0000128753,2014.0
19739652.813331764,2207930.2466286123,1481517.2830301851,1994049.230416508,,2.0,LT0000128753,2019.0
146981075.95157206,115153129.03388144,-18999188.21518161,234295701.5177784,250215093.5755372,,NO0010285661,2010.0
160358304.69729257,111239433.2067849,738201.9399097653,325075474.7315347,313925802.9020682,,NO0010285661,2009.0
212723099.04017857,147995011.34888723,9449533.256185267,446201097.43405575,423467334.9892834,,NO0010285661,2008.0
195455108.54032773,137136074.21444356,5670426.240275462,350189245.43660593,340004848.4125982,1120.0,NO0010285661,2007.0
176300114.37451988,126059152.76797225,-10705107.243604911,343161922.10740143,351165066.2606183,,NO0010285661,2006.0
156779050.49426568,94860869.49042068,7146908.702136071,265285306.54465032,251335157.4878615,796.0,NO0010285661,2005.0
110008591.67760384,76336602.38119599,3269851.835147932,103068213.6940546,96038114.88608795,,NO0010285661,2004.0
34791436.3047593,24836544.250038505,2436140.7161874752,57714099.86004625,51680755.32543853,,NO0010285661,2003.0
23996139.13339212,1404978.406509018,2071392.067112736,4578532.961516549,,8.0,ROX9GQFJ81G8,2023.0
22752735.571668018,225025.5333763725,1503170.5629541692,3994607.109413597,,3.0,ROX9GQFJ81G8,2022.0
19457051.9090862,344175.3209012593,-651377.6215477231,530671.5848335373,,,ROX9GQFJ81G8,2021.0
12884394.66742506,6178118.431073893,-53115.62680809559,15541318.279374098,16196411.01000728,,SE0001183732,2017.0
10759126.780354423,5768244.500069641,-401280.64832090685,13298080.279953295,12875116.705034548,,SE0001183732,2015.0
7747519.697976315,5111918.634826854,-105761.30561494114,14067170.122572402,12934772.642348643,,SE0001183732,2014.0
6864582.511708279,4188767.5449455176,-1896859.4080988988,11705053.402346471,11242762.336790629,,SE0001183732,2013.0
11946535.857950533,6816944.94858341,178056.68585538745,15271318.8040444,15476791.024999082,,SE0001183732,2016.0
6196095.024608554,3360564.60687308,-2030016.932534604,11929783.428926509,13044400.467117645,,SE0001183732,2012.0
9834298.228154996,5937787.110400476,-2492616.5177839096,13170203.439170076,14624178.00570804,,SE0001183732,2011.0
8138210.143527808,4187061.13992987,-853569.5543649779,9621574.07470818,10271091.009544892,,SE0001183732,2010.0
7450311.310264369,3870138.452385956,48059.60870149667,5181147.40648106,4904224.010617416,,SE0001183732,2009.0
4906154.187131344,2247266.800706368,-1376680.6144202168,2450699.0334591046,3622001.729584848,,SE0001183732,2008.0
2096455.983808586,334737.28786947817,-773395.581081373,609569.698692398,1353334.910481925,,SE0001183732,2007.0
2617206.225899194,222451.3558456585,-682387.3098498327,298836.4789488252,951563.6080192368,,SE0001183732,2006.0
1226948.6353496618,186989.29642253803,-646472.4288082198,369205.2811716927,988283.0516804951,,SE0001183732,2005.0
2262670.1018565325,503585.3656988128,-427809.4078335573,585639.9029300469,1000675.6492948896,,SE0001183732,2004.0
651367.3827581601,91554.42469727687,-283133.0666849711,754013.2025178826,1037549.5926596698,,SE0001183732,2003.0
759737.4647920413,742521.0672277613,-272564.5515374632,166879.73480623923,439444.2863437026,,SE0001183732,2002.0
15277272.0367527,1453248.4272487983,-6611532.433073317,1710496.904643253,8539005.689256938,,SE0001183732,2001.0
25000414.975404896,1129898.2600067416,-6209544.524237558,1506211.019499216,8246049.340531779,,SE0001183732,2000.0
7553809.341878499,3397619.840962667,-5711289.841837836,2441652.871728007,7036237.935344826,,SE0001183732,1999.0
8378222.652859689,1235600.8505573974,-3755094.737587107,953864.9924951876,4779039.992064292,17.0,SE0009723125,2023.0
13359288.714571118,977069.7943182776,-3703155.6074228105,598973.6843747783,4303415.332987873,15.0,SE0009723125,2022.0
20520281.25087501,729561.3596769916,-3237997.164212521,515822.165020132,3743138.9623188926,13.0,SE0009723125,2021.0
3712572.773677766,443403.93575596606,-2204675.193504285,444526.16169010656,2605933.310844751,10.0,SE0009723125,2020.0
3293342.3863556487,463099.30928730336,-2644115.8593350933,223352.66127990247,2825189.2916861847,,SE0009723125,2019.0
1169014.6792510808,476534.8909896592,-1927569.2102527807,89977.04052990102,1978533.3049651373,,SE0009723125,2018.0
3087988.335964203,364527.4065620109,-1891173.3254656617,73819.29854781026,1924727.552078303,,SE0009723125,2017.0
1365870.8171046176,389733.475279904,,116732.46260697606,1722417.0656853814,,SE0009723125,2016.0
1810670.8771807551,379158.2029406743,,1025.5438255736772,1467113.6956135675,,SE0009723125,2015.0
